1.jpg,EAN13,'6953125368873
2.jpg,EAN13,'6922266445057
3.jpg,EAN13,'6945303106667
4.jpg,EAN13,'6923644284930
5.jpg,EAN13,'6921168593545
6.jpg,NONE,NONE
7.jpg,EAN13,'6922266445057
8.jpg,EAN13,'6914068022352
